id,source_url,title,institution,ministry,domain,document_type,language,date,usage_label,quality_score,priority_rank,summary,notes,source_kind,seed_id,discovery_anchor_text,document_sensitivity_guess,accessed_at,raw_file,text_length,text_hash
seed-mju-procurement-sector,https://www.gov.si/drzavni-organi/ministrstva/ministrstvo-za-javno-upravo/o-ministrstvu/direktorat-za-javno-narocanje/sektor-za-sistem-javnega-narocanja/,Sektor za sistem javnega naročanja,Ministrstvo za javno upravo,Ministrstvo za javno upravo,public-procurement,procurement guidance,sl,,BOTH,4,6,"Naročanje na obisk upravnih enot Preverite, kako in na kateri upravni enoti je možno rezervirati termin za upravne postopke. V sektorju se ukvarjamo s pripravo predlogov predpisov s področja javnega naročanja, pri čemer moramo skrbeti zlasti za usklajenost slovenskih predpisov z evropskim pravnim redom, pri čemer tu...",Neposreden terminološki vir za javno naročanje.,seed,seed-mju-procurement-sector,Sektor za sistem javnega naročanja,public,2026-04-07,data\raw\expanded\seed-mju-procurement-sector.html,1158,b2b1f2ec027d32f197f058e11cad723f531157014b43ea1d405cea50ece91392
seed-mf-themes,https://www.gov.si/drzavni-organi/ministrstva/ministrstvo-za-finance/teme-in-projekti/,Teme in projekti Ministrstva za finance,Ministrstvo za finance,Ministrstvo za finance,public-finance,topic hub,sl,,BOTH,5,7,"Teme Javne finance Javnofinančna politika, blagajne javnega financiranja, ekonomsko upravljanje, nadzor javnih financ, javno računovodstvo, javna plačila",Seed za odkrivanje tematskih finančno-upravnih strani z uradno terminologijo.,seed,seed-mf-themes,Teme in projekti Ministrstva za finance,public,2026-04-07,data\raw\expanded\seed-mf-themes.html,1945,ff62510e336d266cc057aa1c39a43d78d2965b0bf7de9238690a04cf944fd29d
adm-www-gov-si-4ad1986b38,https://www.gov.si/podrocja/finance-in-davki/davki-carine-in-druge-dajatve/,"Davki, carine in druge dajatve",Ministrstvo za finance,Ministrstvo za finance,tax,procedure page,sl,,BOTH,4,8,"Davki, carine in druge dajatve, ki jih državljani plačujemo državi, so temelj delovanja države oziroma sredstvo za zagotavljanje širokega nabora javnih storitev, ki povečujejo kakovost bivanja v naši državi in so vsem dostopne pod enakimi pogoji. Na ta način vsi skupaj financiramo delovanje javnega zdravstva, šolstv...",Seed za dodatno odkrivanje finančno-upravnih vsebin z GOV.SI področnih strani.,discovered,seed-finance-overview,"Davki, carine in druge dajatve Davki, carine, trošarine, dajatve pri igrah na srečo, mednarodno obdavčevanje, davčni postopek, davčno potrjevanje računov",public,2026-04-07,data\raw\expanded\adm-www-gov-si-4ad1986b38.html,3004,94adf7722dee6b4aa55316fb721c9805c826aa47049f98cf1621720807a38e59
adm-www-gov-si-9a306798db,https://www.gov.si/podrocja/finance-in-davki/drzavne-pomoci/,Državne pomoči,Ministrstvo za finance,Ministrstvo za finance,tax,topic hub,sl,,BOTH,4,8,"Državne pomoči so tisti del javnih sredstev, ki jih javni organi (ministrstva, občine, javni zavodi, skladi in agencije ter drugi javni organi) z namenom splošnega gospodarskega razvoja selektivno dodelijo subjektom, ki delujejo na trgu. Spodbude lahko dodelimo v različnih oblikah, na primer kot nepovratna sredstva,...",Seed za dodatno odkrivanje finančno-upravnih vsebin z GOV.SI področnih strani.,discovered,seed-finance-overview,"Državne pomoči Državne pomoči, pravila, priglasitev državnih pomoči, de minimis, poročanje o dodeljenih pomočeh, evidence odobrenih pomoči, večji prejemniki pomoči",public,2026-04-07,data\raw\expanded\adm-www-gov-si-9a306798db.html,5212,135a785993a5b4f4634a48552ec0344bb75472a936e6ce271b0fea20eac1fdf3
adm-www-gov-si-91bf531992,https://www.gov.si/podrocja/finance-in-davki/drzavni-proracun/,Državni proračun,Ministrstvo za finance,Ministrstvo za finance,budget,topic hub,sl,,BOTH,4,8,"Državni proračun je pomemben instrument, ki ga imamo na voljo za izvajanje večletne makroekonomske politike. Z njim zagotavljamo stabilnost javnih financ ter pospešujemo gospodarski in družbeni razvoj. Naše glavne naloge pri upravljanju proračuna so njegovo izvrševanje v okvirih in za namene, kot je bil sprejet, nje...",Seed za dodatno odkrivanje finančno-upravnih vsebin z GOV.SI področnih strani.,discovered,seed-finance-overview,"Državni proračun Priprava proračuna, sprejeti proračun, izvrševanje proračuna, zaključni račun proračuna",public,2026-04-07,data\raw\expanded\adm-www-gov-si-91bf531992.html,4080,38216750bfe7cf89f33ca77e939969c181ab9cad6fdbe711dd2358eb6d339f6b
adm-www-gov-si-74ba26c3f6,https://www.gov.si/podrocja/finance-in-davki/financni-sistem/,Finančni sistem,Ministrstvo za finance,Ministrstvo za finance,tax,topic hub,sl,,BOTH,4,8,"Finančni sistem omogoča izmenjavo sredstev med tistimi, ki jih imajo preveč, in tistimi, ki jim jih primanjkuje oziroma jih potrebujejo za načrtovane investicije. Države z dobro razvitim finančnim sistemom imajo višjo gospodarsko rast ter nižjo stopnjo revščine in neenakosti. Politike na področju finančnega sistema...",Seed za dodatno odkrivanje finančno-upravnih vsebin z GOV.SI področnih strani.,discovered,seed-finance-overview,"Finančni sistem Bančništvo, zavarovalništvo, kapitalski trg, preprečevanje pranja denarja, mednarodni finančni odnosi, igre na srečo, revidiranje",public,2026-04-07,data\raw\expanded\adm-www-gov-si-74ba26c3f6.html,5250,932e89bb1de4707d3be3f16631c5d981730ac757b907b63c6878f026a9458bfc
adm-www-gov-si-19bdc9f197,https://www.gov.si/podrocja/finance-in-davki/javna-placila/,Javna plačila,Ministrstvo za finance,Ministrstvo za finance,budget,topic hub,sl,,BOTH,4,8,"Plačilne in druge storitve za proračunske uporabnike izvaja Uprava Republike Slovenije za javna plačila (UJP). Za izvajanje te naloge vodi Register proračunskih uporabnikov, v katerem se registrirajo uporabniki javnega proračuna. Na zahtevo proračunskega uporabnika UJP odpre račun, ki je osnova za izvajanje plačilni...",Seed za dodatno odkrivanje finančno-upravnih vsebin z GOV.SI področnih strani.,discovered,seed-finance-overview,"Javna plačila Register proračunskih uporabnikov, plačilne storitve za proračunske uporabnike, izmenjava e-računov s proračunskimi uporabniki, obvezne dajatve in drugi javnofinančni prihodki",public,2026-04-07,data\raw\expanded\adm-www-gov-si-19bdc9f197.html,2598,be7751284e90b1cdcb091c065e92c54b5111eefb2941c63321fc270396131af8
adm-www-gov-si-9ee909644a,https://www.gov.si/podrocja/finance-in-davki/javne-finance/,Javne finance,Ministrstvo za finance,Ministrstvo za finance,public-finance,topic hub,sl,,BOTH,4,8,"Javne finance so temelj delovanja države. Zbrane iz različnih virov, od davkov, prispevkov carin do drugih dajatev in nedavčnih prihodkov, napajajo štiri blagajne: državni proračun, občinske proračune, Zavod za pokojninsko in invalidsko zavarovanje Slovenije ter Zavod za zdravstveno zavarovanje Slovenije. Z njimi fi...",Seed za dodatno odkrivanje finančno-upravnih vsebin z GOV.SI področnih strani.,discovered,seed-finance-overview,"Javne finance Javnofinančna politika, blagajne javnega financiranja, ekonomsko upravljanje, nadzor javnih financ, javno računovodstvo, javna plačila",public,2026-04-07,data\raw\expanded\adm-www-gov-si-9ee909644a.html,2541,3234a309763bfce5ea478a7cbaeaeb90a9db87005b0c7183286ac14575edf560
adm-www-gov-si-f31f061ff4,https://www.gov.si/podrocja/finance-in-davki/javno-narocanje/,Javno naročanje,Ministrstvo za finance,Ministrstvo za finance,public-procurement,topic hub,sl,,BOTH,4,8,"Kadar naročnik blaga ali storitve ne more dobaviti oziroma izvesti z lastnimi zmogljivostmi in če vrednost naročila presega z zakonom določene mejne vrednosti, naročnik izvede postopek javnega naročanja. S postopkom si prizadevamo izbrati najugodnejšega dobavitelja oziroma izvajalca storitev ali gradenj, hkrati pa z...",Seed za dodatno odkrivanje finančno-upravnih vsebin z GOV.SI področnih strani.,discovered,seed-finance-overview,"Javno naročanje Pravila javnega naročanja, pravno varstvo v postopkih javnega naročanja, skupno javno naročanje, zeleno javno naročanje",public,2026-04-07,data\raw\expanded\adm-www-gov-si-f31f061ff4.html,4623,5c559b7e1b3dc87ec1f11d236d1ec206ec3be6f9b490c4781e32ff61e6013dd3
adm-www-gov-si-1ca8e7282f,https://www.gov.si/podrocja/finance-in-davki/javno-premozenje/,Javno premoženje,Ministrstvo za finance,Ministrstvo za finance,tax,topic hub,sl,,BOTH,4,8,"Skrbimo za načrtno in pregledno upravljanje javnega premoženja, kar pomembno vpliva na stabilnost javnih financ. Javno premoženje države je lahko v obliki finančnega ali stvarnega premoženja. Finančno premoženje sestavljajo denarna sredstva, terjatve, dolžniški vrednostni papirji ter delnice in lastniški deleži v go...",Seed za dodatno odkrivanje finančno-upravnih vsebin z GOV.SI področnih strani.,discovered,seed-finance-overview,"Javno premoženje Finančno in stvarno premoženje države, državna poroštva, preglednost finančnih odnosov",public,2026-04-07,data\raw\expanded\adm-www-gov-si-1ca8e7282f.html,2645,779da26ef474efc208b0d266e61869c6ae9fa349e9acb5b94851bc3b4ced21d7
adm-www-gov-si-0d6dd64c05,https://www.gov.si/podrocja/finance-in-davki/sredstva-eu/,Sredstva EU,Ministrstvo za finance,Ministrstvo za finance,budget,topic hub,sl,,BOTH,4,8,"Evropska unija finančno podpira projekte in programe na različnih področjih, ki med drugim vključujejo regionalni in urbani razvoj, zaposlovanje in socialno vključevanje, kmetijstvo in razvoj podeželja, pomorske zadeve in ribištvo, raziskave in inovacije ter humanitarno pomoč. Finančna pomoč je na voljo malim in sre...",Seed za dodatno odkrivanje finančno-upravnih vsebin z GOV.SI področnih strani.,discovered,seed-finance-overview,"Sredstva EU Proračun EU, kohezijska sredstva, sredstva za razvoj podeželja in kmetijstvo, sredstva za raziskave in inovacije, povračila potnih stroškov Sveta EU",public,2026-04-07,data\raw\expanded\adm-www-gov-si-0d6dd64c05.html,4030,473e2ecf79632f7f1648bc53bb9fe52b186f1f3056c5381bfae045130928e935
adm-www-gov-si-6ca906bc1c,https://www.gov.si/podrocja/finance-in-davki/zakladnistvo/,Zakladništvo,Ministrstvo za finance,Ministrstvo za finance,local-government,topic hub,sl,,FINETUNE,4,8,"V okviru zakladništva države zagotavljamo vire financiranja državnega proračuna in gospodarimo z denarjem na tak način, da je v vsakem trenutku zagotovljena plačilna sposobnost. Prizadevamo si za učinkovito in gospodarno ravnanje z denarnimi sredstvi države oziroma javnimi financami. V državni zakladnici skrbimo za...",Seed za dodatno odkrivanje finančno-upravnih vsebin z GOV.SI področnih strani.,discovered,seed-finance-overview,"Zakladništvo Upravljanje z dolgom državnega proračuna, upravljanje likvidnosti državnega proračuna, upravljanje denarnih sredstev enotnega zakladniškega računa države, konsolidirana premoženjska bilanca države in občin, stiki z investitorji in imetniki vrednostnih papirjev",public,2026-04-07,data\raw\expanded\adm-www-gov-si-6ca906bc1c.html,2798,2682135db6aaad0b8de181bba88cb0dc397c51f9ff58040fde96706b6d9aa1d3
seed-finance-overview,https://www.gov.si/podrocja/finance-in-davki/,Finance in davki,Ministrstvo za finance,Ministrstvo za finance,tax,topic hub,sl,,BOTH,5,8,"Sistem, ki predstavlja srce sodobne družbe in države. Delovati mora zanesljivo, varno in v korist državljanov. Za doseganje teh ciljev na različne načine skrbimo za proračun države in usmerjamo njegovo porabo, bdimo nad ureditvijo davčnega, bančnega in zavarovalniškega sistema, kapitalskega trga in upravljanja z jav...",Seed za dodatno odkrivanje finančno-upravnih vsebin z GOV.SI področnih strani.,seed,seed-finance-overview,Finance in davki,public,2026-04-07,data\raw\expanded\seed-finance-overview.html,2001,3ade0518b80755b04ef37a9b3e9244afa43da312c8cb6341f9f145d83f4664d4
seed-mf-budget-sector,https://www.gov.si/drzavni-organi/ministrstva/ministrstvo-za-finance/o-ministrstvu/direktorat-za-proracun/sektor-za-proracun/,Sektor za proračun,Ministrstvo za finance,Ministrstvo za finance,budget,budget/public-finance guidance,sl,,BOTH,4,8,"V Sektorju za proračun smo nosilci priprave predlogov proračunskih dokumentov: proračuna, spremembe proračuna, ukrepov za uravnoteženje proračuna, rebalansa proračuna, polletnega poročila o izvrševanju proračuna in zaključnega računa proračuna. Predloge proračunskih dokumentov pripravljamo v sodelovanju s proračunsk...",Neposreden terminološki vir za proračunske postopke in javnofinančno politiko.,seed,seed-mf-budget-sector,Sektor za proračun,public,2026-04-07,data\raw\expanded\seed-mf-budget-sector.html,1133,d48ba020ea4e34ad142199cfc42029cb70c0f16c2b896512f25b4c4abc747da2
adm-www-gov-si-d788ea281b,https://www.gov.si/zbirke/storitve/dovoljenje-ali-odlocba-za-opravljanje-zasebne-zdravstvene-dejavnosti/,Dovoljenje ali odločba za opravljanje zdravstvene dejavnosti,Ministrstvo za zdravje,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,5,9,Kazalo Izdaja dovoljenja za opravljanje zdravstvene dejavnosti Sprememba dovoljenja za opravljanje zdravstvene dejavnosti,Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Dovoljenje ali odločba za opravljanje zdravstvene dejavnosti,public,2026-04-07,data\raw\expanded\adm-www-gov-si-d788ea281b.html,8064,bbfff87df82057125f050447d8e0514514f5720fdc46da666b510af0e1f0c860
adm-spot-gov-si-722f6a9cfc,https://spot.gov.si/sl/dejavnosti-in-poklici/dovoljenja/dovoljenje-za-izdajo-zdravil-prek-medmrezja/,Dovoljenje za izdajo zdravil prek medmrežja,SPOT / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,Kazalo Postopki Pristojni organ,Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Dovoljenje za izdajo zdravil prek medmrežja,public,2026-04-07,data\raw\expanded\adm-spot-gov-si-722f6a9cfc.html,2123,8d4dbcd838387f54a14243454d6e456c18e3d1355977f6a0b466abfb9d8fe9df
adm-spot-gov-si-9b8e973670,https://spot.gov.si/sl/dejavnosti-in-poklici/dovoljenja/dovoljenje-za-opravljanje-dejavnosti-ddd/,Dovoljenje za opravljanje dejavnosti DDD,SPOT / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,Kazalo Pogoji in dokazila Postopki,Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Dovoljenje za opravljanje dejavnosti DDD,public,2026-04-07,data\raw\expanded\adm-spot-gov-si-9b8e973670.html,5078,b874fe2556398b34a79cc57363cf3b5fdf7a856cf91e441250bd103ea1e7aafe
adm-www-gov-si-d950b11751,https://www.gov.si/zbirke/storitve/dovoljenje-za-opravljanje-javne-zdravstvene-dejavnosti/,Dovoljenje za opravljanje zdravstvene dejavnosti javnih zavodov,Ministrstvo za zdravje,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,5,9,Kazalo Izdaja dovoljenja javnim zavodom za opravljanje zdravstvene dejavnosti Sprememba dovoljenja za opravljanje zdravstvene dejavnosti,Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Dovoljenje za opravljanje zdravstvene dejavnosti javnih zavodov,public,2026-04-07,data\raw\expanded\adm-www-gov-si-d950b11751.html,7263,687b0b50db688e501b9c44e6349c0e31fc0e51ca111d2257919f0fd84b4c15b6
adm-izbris-iz-registra-zasebnih-zdravstv-ea99eb9d28,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/izbris-iz-registra-zasebnih-zdravstvenih-delavcev.html?lang=si,Izbris iz registra zasebnih zdravstvenih delavcev,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Izbris iz registra zasebnih zdravstvenih delavcev,public,2026-04-07,data\raw\expanded\adm-izbris-iz-registra-zasebnih-zdravstv-ea99eb9d28.html,3027,4cfd28a7ccd1d524e9860e6121c623a8ed58971aa19fd3ae966c66d6dc98323f
adm-www-gov-si-5c33c264db,https://www.gov.si/zbirke/storitve/izdaja-dovoljenj-za-delo-medicinskih-laboratorijev/,Izdaja dovoljenj za delo medicinskih laboratorijev,Ministrstvo za zdravje,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,Kazalo Način izvedbe Vlogi za pridobitev in podaljšanje dovoljenj za delo medicinskih laboratorijev,Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Izdaja dovoljenj za delo medicinskih laboratorijev,public,2026-04-07,data\raw\expanded\adm-www-gov-si-5c33c264db.html,4129,9b6f481392d642c5a655f4ae92c23a2702ba496d9d0e06081902556586c88394
adm-izdaja-potrdil-glede-na-direktivo-20-8eb5c2634f,https://e-uprava.gov.si/si/podrocja/izobrazevanje-kultura/srednja-sola/izdaja-potrdil-glede-na-direktivo-2005-36-es?lang=si,"Izdaja potrdil glede na Direktivo 2005/36/ES za poklicne kvalifikacije, pridobljene v Sloveniji",eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,"Izdaja potrdil glede na Direktivo 2005/36/ES za poklicne kvalifikacije, pridobljene v Sloveniji",public,2026-04-07,data\raw\expanded\adm-izdaja-potrdil-glede-na-direktivo-20-8eb5c2634f.html,4507,f2197d23edbbb17af39ddbf49d9ff8e124881555e1286c4703416d85f6c23463
adm-www-gov-si-8790763b65,https://www.gov.si/zbirke/storitve/opravljanje-zdravilske-dejavnosti-licenca-in-dovoljenje/,Opravljanje zdravilske dejavnosti - licenca in dovoljenje,Ministrstvo za zdravje,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,"Zdravilec je oseba, ki opravlja zdravilsko dejavnost. Je polnoletna fizična oseba, ki ima pridobljeno najmanj srednjo izobrazbo zdravstvene smeri ali najmanj srednjo strokovno izobrazbo in opravljen preizkus iz zdravstvenih vsebin ter veljavno licenco. Prav tako mora imeti dovoljenje, na podlagi katerega lahko izvaj...",Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Opravljanje zdravilske dejavnosti - licenca in dovoljenje,public,2026-04-07,data\raw\expanded\adm-www-gov-si-8790763b65.html,3399,674e79d27104521f0afd6993905d2328f0734008637e20185a56ef9130c5d339
adm-oprostitev-posameznih-vsebin-strokov-8a96e69a6a,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/oprostitev-posameznih-vsebin-strokovnega-izpita-in-oprostitev-pripravnistva-in-strokovnega-izpita-za-zdravstvene-delavce-oziroma-zdravstvene-sodelavce.html?lang=si,Oprostitev posameznih vsebin strokovnega izpita in oprostitev pripravništva in strokovnega izpita za zdravstvene delavce oziroma zdravstvene sodelavce,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,service hub,sl,,BOTH,4,9,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Oprostitev posameznih vsebin strokovnega izpita in oprostitev pripravništva in strokovnega izpita za zdravstvene delavce oziroma zdravstvene sodelavce,public,2026-04-07,data\raw\expanded\adm-oprostitev-posameznih-vsebin-strokov-8a96e69a6a.html,3622,47147199ba88403d82488d21cab4ff12e3c26f16027abe3ee0687c484a736d48
adm-www-gov-si-368bee64ee,https://www.gov.si/zbirke/storitve/pooblastilo-za-izvajanje-zdravstvenega-nadzora-izpostavljenih-delavcev/,Pooblastilo za izvajanje zdravstvenega nadzora izpostavljenih delavcev,Ministrstvo za zdravje,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,"Zdravstveni nadzor izpostavljenih delavcev lahko opravljajo zdravstvene organizacije ali posamezniki, ki pridobijo ustrezno pooblastilo . Pooblastilo pridobijo od ministrstva, pristojnega za zdravje, če izpolnjujejo predpisane pogoje : so usposobljeni oziroma imajo zaposlenega zdravnika specialista s področja medici...",Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Pooblastilo za izvajanje zdravstvenega nadzora izpostavljenih delavcev,public,2026-04-07,data\raw\expanded\adm-www-gov-si-368bee64ee.html,2417,0fd7b84bbe1f3aea27cba571d27c8f9fc8c75b0e35560752500cc60261c127ae
adm-www-gov-si-5f643b2f75,https://www.gov.si/zbirke/storitve/postopek-obravnave-vlog-za-nove-zdravstvene-programe/,Postopek obravnave vlog za nove zdravstvene programe,Ministrstvo za zdravje,Ministrstvo za zdravje,health-procedures,procedure page,sl,1. 4. 2015,BOTH,4,9,"Razvoj zdravstvenih ved in tehnologije ter novi izzivi in potrebe prebivalstva omogočajo in utemeljujejo uvajanje novih načinov in metod obravnave različnih bolezenskih stanj. Od novih pristopov pričakujemo kakovostnejšo obravnavo pacientov, hitrejše, učinkovitejše in uspešnejše zdravljenje in prispevek h kakovosti...",Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Postopek obravnave vlog za nove zdravstvene programe,public,2026-04-07,data\raw\expanded\adm-www-gov-si-5f643b2f75.html,4080,a7e215dc272ac4c1b23460c7886a310f484fb649595530fc99197fe983575f51
adm-potrdilo-o-dobrem-imenu-9df7b8d9a3,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/potrdilo-o-dobrem-imenu?lang=si,Potrdilo o dobrem imenu na področju zdravstva,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Potrdilo o dobrem imenu na področju zdravstva,public,2026-04-07,data\raw\expanded\adm-potrdilo-o-dobrem-imenu-9df7b8d9a3.html,3018,7985862458f3b24cb29bf38b588039fc4bddb551fd0e175b5670d1c5530139da
adm-opravljanje-nalog-resevalca-na-smuci-3599bc4e28,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/opravljanje-nalog-resevalca-na-smuciscu?lang=si,Potrdilo o izpolnjevanju pogojev za reševalca na smučišču,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Potrdilo o izpolnjevanju pogojev za reševalca na smučišču,public,2026-04-07,data\raw\expanded\adm-opravljanje-nalog-resevalca-na-smuci-3599bc4e28.html,3838,920fd108dc80453bd503faadb15a6e54cf309dcca63a1fff605a43224df00908
adm-pridobitev-dovoljenja-za-opravljanje-88135e85c3,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/pridobitev-dovoljenja-za-opravljanje-zdravstvene-dejavnosti.html?lang=si,Pridobitev dovoljenja za opravljanje zdravstvene dejavnosti za fizične osebe - zasebni zdravstveni delavec,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Pridobitev dovoljenja za opravljanje zdravstvene dejavnosti za fizične osebe - zasebni zdravstveni delavec,public,2026-04-07,data\raw\expanded\adm-pridobitev-dovoljenja-za-opravljanje-88135e85c3.html,3183,ce3e4bdf699914a6ef6649b03d45e847e9d1e85abc317fcc410a99547d9d1136
adm-licenca-za-opravljanje-zdravilske-de-70a6eedb13,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/licenca-za-opravljanje-zdravilske-dejavnosti.html?lang=si,Pridobitev oziroma podaljšanje licence za opravljanje zdravilske dejavnosti,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Pridobitev oziroma podaljšanje licence za opravljanje zdravilske dejavnosti,public,2026-04-07,data\raw\expanded\adm-licenca-za-opravljanje-zdravilske-de-70a6eedb13.html,3785,c3f57ca01140a5d251f1a35dd9780cabaa8c76832646c431a54ced917c30b427
adm-www-gov-si-b1a81c642a,https://www.gov.si/zbirke/storitve/prijava-na-preizkus-iz-zdravstvenih-vsebin-za-zdravilce-ki-nimajo-zdravstvene-izobrazbe/,"Prijava na preizkus iz zdravstvenih vsebin za zdravilce, ki nimajo zdravstvene izobrazbe",Ministrstvo za zdravje,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,9,Kazalo Prijava na preizkus Stroški preizkusa,Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,"Prijava na preizkus iz zdravstvenih vsebin za zdravilce, ki nimajo zdravstvene izobrazbe",public,2026-04-07,data\raw\expanded\adm-www-gov-si-b1a81c642a.html,3760,81bbe588c9bd39e17751acc5c5183f949c96e11e86568a5a2c7584950001a2c3
adm-www-gov-si-35d96e2e99,https://www.gov.si/zbirke/storitve/strokovni-izpit-za-zdravstvene-delavce-in-sodelavce/,Prijava na strokovne izpite za zdravstvene delavce in sodelavce,Ministrstvo za zdravje,Ministrstvo za zdravje,health-procedures,procedure page,sl,19. 6. 2024,BOTH,5,9,Kazalo Prijava na strokovni izpit Program strokovnega izpita za zdravstvene delavce in zdravstvene sodelavce,Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Prijava na strokovne izpite za zdravstvene delavce in sodelavce,public,2026-04-07,data\raw\expanded\adm-www-gov-si-35d96e2e99.html,11680,4fe4e04b3ae0144bcdd216e76fc591ee36b1cff893d7570f16cf5ee7da2b097f
adm-www-gov-si-d301ac90ff,https://www.gov.si/zbirke/storitve/prijava-za-obcasnozacasno-opravljanje-zdravstvenih-storitev/,Prijava za občasno/začasno opravljanje zdravstvenih storitev,Ministrstvo za zdravje,Ministrstvo za zdravje,health-procedures,procedure page,sl,31. 12. 2027,BOTH,4,9,Kazalo Način izvedbe Pravna podlaga,Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,discovered,seed-health-services,Prijava za občasno/začasno opravljanje zdravstvenih storitev,public,2026-04-07,data\raw\expanded\adm-www-gov-si-d301ac90ff.html,4312,41d361ab33673e1a4af85399b7bfee384249a6acd604053ae0394f2f8e68aa44
seed-health-services,https://www.gov.si/drzavni-organi/ministrstva/ministrstvo-za-zdravje/storitve/,Storitve Ministrstva za zdravje,Ministrstvo za zdravje,Ministrstvo za zdravje,health-procedures,service hub,sl,,BOTH,5,9,Naziv storitve Dovoljenje ali odločba za opravljanje zdravstvene dejavnosti Dovoljenje za izdajo zdravil prek medmrežja,Seed za odkrivanje zdravstvenih upravnih postopkov in storitvenih strani.,seed,seed-health-services,Storitve Ministrstva za zdravje,public,2026-04-07,data\raw\expanded\seed-health-services.html,3124,a8a4b2a28746bc23b66a60248102c316f7c70507d8731b60a3abac4d318e200b
